Data_Point,Cycle_No,Step_No,Mode,Time(s),Voltage(V),Current(mA),Capacity(mAh),C_rate
4351,1,1,CC-Chg,21750.0,4.466716,0.5,3.021528,0.1
4352,1,1,CC-Chg,21755.0,4.466861,0.5,3.022222,0.1
4353,1,1,CC-Chg,21760.0,4.467006,0.5,3.022917,0.1
4354,1,1,CC-Chg,21765.0,4.467151,0.5,3.023611,0.1
4355,1,1,CC-Chg,21770.0,4.467295,0.5,3.024306,0.1
4356,1,1,CC-Chg,21775.0,4.46744,0.5,3.025,0.1
4357,1,1,CC-Chg,21780.0,4.467583,0.5,3.025694,0.1
4358,1,1,CC-Chg,21785.0,4.467727,0.5,3.026389,0.1
4359,1,1,CC-Chg,21790.0,4.46787,0.5,3.027083,0.1
4360,1,1,CC-Chg,21795.0,4.468013,0.5,3.027778,0.1
4361,1,1,CC-Chg,21800.0,4.468155,0.5,3.028472,0.1
4362,1,1,CC-Chg,21805.0,4.468298,0.5,3.029167,0.1
4363,1,1,CC-Chg,21810.0,4.46844,0.5,3.029861,0.1
4364,1,1,CC-Chg,21815.0,4.468582,0.5,3.030556,0.1
4365,1,1,CC-Chg,21820.0,4.468723,0.5,3.03125,0.1
4366,1,1,CC-Chg,21825.0,4.468865,0.5,3.031944,0.1
4367,1,1,CC-Chg,21830.0,4.469006,0.5,3.032639,0.1
4368,1,1,CC-Chg,21835.0,4.469147,0.5,3.033333,0.1
4369,1,1,CC-Chg,21840.0,4.469287,0.5,3.034028,0.1
4370,1,1,CC-Chg,21845.0,4.469428,0.5,3.034722,0.1
4371,1,1,CC-Chg,21850.0,4.469568,0.5,3.035417,0.1
4372,1,1,CC-Chg,21855.0,4.469708,0.5,3.036111,0.1
4373,1,1,CC-Chg,21860.0,4.469847,0.5,3.036806,0.1
4374,1,1,CC-Chg,21865.0,4.469987,0.5,3.0375,0.1
4375,1,1,CC-Chg,21870.0,4.470126,0.5,3.038194,0.1
4376,1,1,CC-Chg,21875.0,4.470265,0.5,3.038889,0.1
4377,1,1,CC-Chg,21880.0,4.470404,0.5,3.039583,0.1
4378,1,1,CC-Chg,21885.0,4.470543,0.5,3.040278,0.1
4379,1,1,CC-Chg,21890.0,4.470682,0.5,3.040972,0.1
4380,1,1,CC-Chg,21895.0,4.47082,0.5,3.041667,0.1
4381,1,1,CC-Chg,21900.0,4.470958,0.5,3.042361,0.1
4382,1,1,CC-Chg,21905.0,4.471096,0.5,3.043056,0.1
4383,1,1,CC-Chg,21910.0,4.471234,0.5,3.04375,0.1
4384,1,1,CC-Chg,21915.0,4.471372,0.5,3.044444,0.1
4385,1,1,CC-Chg,21920.0,4.471509,0.5,3.045139,0.1
4386,1,1,CC-Chg,21925.0,4.471646,0.5,3.045833,0.1
4387,1,1,CC-Chg,21930.0,4.471784,0.5,3.046528,0.1
4388,1,1,CC-Chg,21935.0,4.471921,0.5,3.047222,0.1
4389,1,1,CC-Chg,21940.0,4.472058,0.5,3.047917,0.1
4390,1,1,CC-Chg,21945.0,4.472195,0.5,3.048611,0.1
4391,1,1,CC-Chg,21950.0,4.472331,0.5,3.049306,0.1
4392,1,1,CC-Chg,21955.0,4.472468,0.5,3.05,0.1
4393,1,1,CC-Chg,21960.0,4.472604,0.5,3.050694,0.1
4394,1,1,CC-Chg,21965.0,4.472741,0.5,3.051389,0.1
4395,1,1,CC-Chg,21970.0,4.472877,0.5,3.052083,0.1
4396,1,1,CC-Chg,21975.0,4.473013,0.5,3.052778,0.1
4397,1,1,CC-Chg,21980.0,4.473149,0.5,3.053472,0.1
4398,1,1,CC-Chg,21985.0,4.473285,0.5,3.054167,0.1
4399,1,1,CC-Chg,21990.0,4.473421,0.5,3.054861,0.1
4400,1,1,CC-Chg,21995.0,4.473557,0.5,3.055556,0.1
4401,1,1,CC-Chg,22000.0,4.473692,0.5,3.05625,0.1
4402,1,1,CC-Chg,22005.0,4.473828,0.5,3.056944,0.1
4403,1,1,CC-Chg,22010.0,4.473963,0.5,3.057639,0.1
4404,1,1,CC-Chg,22015.0,4.474099,0.5,3.058333,0.1
4405,1,1,CC-Chg,22020.0,4.474234,0.5,3.059028,0.1
4406,1,1,CC-Chg,22025.0,4.47437,0.5,3.059722,0.1
4407,1,1,CC-Chg,22030.0,4.474505,0.5,3.060417,0.1
4408,1,1,CC-Chg,22035.0,4.47464,0.5,3.061111,0.1
4409,1,1,CC-Chg,22040.0,4.474776,0.5,3.061806,0.1
4410,1,1,CC-Chg,22045.0,4.474911,0.5,3.0625,0.1
4411,1,1,CC-Chg,22050.0,4.475046,0.5,3.063194,0.1
4412,1,1,CC-Chg,22055.0,4.475181,0.5,3.063889,0.1
4413,1,1,CC-Chg,22060.0,4.475316,0.5,3.064583,0.1
4414,1,1,CC-Chg,22065.0,4.475452,0.5,3.065278,0.1
4415,1,1,CC-Chg,22070.0,4.475587,0.5,3.065972,0.1
4416,1,1,CC-Chg,22075.0,4.475722,0.5,3.066667,0.1
4417,1,1,CC-Chg,22080.0,4.475857,0.5,3.067361,0.1
4418,1,1,CC-Chg,22085.0,4.475992,0.5,3.068056,0.1
4419,1,1,CC-Chg,22090.0,4.476127,0.5,3.06875,0.1
4420,1,1,CC-Chg,22095.0,4.476263,0.5,3.069444,0.1
4421,1,1,CC-Chg,22100.0,4.476398,0.5,3.070139,0.1
4422,1,1,CC-Chg,22105.0,4.476533,0.5,3.070833,0.1
4423,1,1,CC-Chg,22110.0,4.476668,0.5,3.071528,0.1
4424,1,1,CC-Chg,22115.0,4.476804,0.5,3.072222,0.1
4425,1,1,CC-Chg,22120.0,4.476939,0.5,3.072917,0.1
4426,1,1,CC-Chg,22125.0,4.477074,0.5,3.073611,0.1
4427,1,1,CC-Chg,22130.0,4.47721,0.5,3.074306,0.1
4428,1,1,CC-Chg,22135.0,4.477345,0.5,3.075,0.1
4429,1,1,CC-Chg,22140.0,4.477481,0.5,3.075694,0.1
4430,1,1,CC-Chg,22145.0,4.477616,0.5,3.076389,0.1
4431,1,1,CC-Chg,22150.0,4.477752,0.5,3.077083,0.1
4432,1,1,CC-Chg,22155.0,4.477888,0.5,3.077778,0.1
4433,1,1,CC-Chg,22160.0,4.478024,0.5,3.078472,0.1
4434,1,1,CC-Chg,22165.0,4.47816,0.5,3.079167,0.1
4435,1,1,CC-Chg,22170.0,4.478296,0.5,3.079861,0.1
4436,1,1,CC-Chg,22175.0,4.478432,0.5,3.080556,0.1
4437,1,1,CC-Chg,22180.0,4.478568,0.5,3.08125,0.1
4438,1,1,CC-Chg,22185.0,4.478704,0.5,3.081944,0.1
4439,1,1,CC-Chg,22190.0,4.478841,0.5,3.082639,0.1
4440,1,1,CC-Chg,22195.0,4.478977,0.5,3.083333,0.1
4441,1,1,CC-Chg,22200.0,4.479114,0.5,3.084028,0.1
4442,1,1,CC-Chg,22205.0,4.479251,0.5,3.084722,0.1
4443,1,1,CC-Chg,22210.0,4.479388,0.5,3.085417,0.1
4444,1,1,CC-Chg,22215.0,4.479525,0.5,3.086111,0.1
4445,1,1,CC-Chg,22220.0,4.479662,0.5,3.086806,0.1
4446,1,1,CC-Chg,22225.0,4.479799,0.5,3.0875,0.1
4447,1,1,CC-Chg,22230.0,4.479937,0.5,3.088194,0.1
4448,1,1,CC-Chg,22235.0,4.480074,0.5,3.088889,0.1
4449,1,1,CC-Chg,22240.0,4.480212,0.5,3.089583,0.1
4450,1,1,CC-Chg,22245.0,4.48035,0.5,3.090278,0.1
4451,1,1,CC-Chg,22250.0,4.480488,0.5,3.090972,0.1
4452,1,1,CC-Chg,22255.0,4.480626,0.5,3.091667,0.1
4453,1,1,CC-Chg,22260.0,4.480765,0.5,3.092361,0.1
4454,1,1,CC-Chg,22265.0,4.480903,0.5,3.093056,0.1
4455,1,1,CC-Chg,22270.0,4.481042,0.5,3.09375,0.1
4456,1,1,CC-Chg,22275.0,4.481181,0.5,3.094444,0.1
4457,1,1,CC-Chg,22280.0,4.48132,0.5,3.095139,0.1
4458,1,1,CC-Chg,22285.0,4.48146,0.5,3.095833,0.1
4459,1,1,CC-Chg,22290.0,4.481599,0.5,3.096528,0.1
4460,1,1,CC-Chg,22295.0,4.481739,0.5,3.097222,0.1
4461,1,1,CC-Chg,22300.0,4.481879,0.5,3.097917,0.1
4462,1,1,CC-Chg,22305.0,4.482019,0.5,3.098611,0.1
4463,1,1,CC-Chg,22310.0,4.48216,0.5,3.099306,0.1
4464,1,1,CC-Chg,22315.0,4.4823,0.5,3.1,0.1
4465,1,1,CC-Chg,22320.0,4.482441,0.5,3.100694,0.1
4466,1,1,CC-Chg,22325.0,4.482582,0.5,3.101389,0.1
4467,1,1,CC-Chg,22330.0,4.482723,0.5,3.102083,0.1
4468,1,1,CC-Chg,22335.0,4.482865,0.5,3.102778,0.1
4469,1,1,CC-Chg,22340.0,4.483007,0.5,3.103472,0.1
4470,1,1,CC-Chg,22345.0,4.483149,0.5,3.104167,0.1
4471,1,1,CC-Chg,22350.0,4.483291,0.5,3.104861,0.1
4472,1,1,CC-Chg,22355.0,4.483434,0.5,3.105556,0.1
4473,1,1,CC-Chg,22360.0,4.483576,0.5,3.10625,0.1
4474,1,1,CC-Chg,22365.0,4.48372,0.5,3.106944,0.1
4475,1,1,CC-Chg,22370.0,4.483863,0.5,3.107639,0.1
4476,1,1,CC-Chg,22375.0,4.484006,0.5,3.108333,0.1
4477,1,1,CC-Chg,22380.0,4.48415,0.5,3.109028,0.1
4478,1,1,CC-Chg,22385.0,4.484294,0.5,3.109722,0.1
4479,1,1,CC-Chg,22390.0,4.484439,0.5,3.110417,0.1
4480,1,1,CC-Chg,22395.0,4.484584,0.5,3.111111,0.1
4481,1,1,CC-Chg,22400.0,4.484729,0.5,3.111806,0.1
4482,1,1,CC-Chg,22405.0,4.484874,0.5,3.1125,0.1
4483,1,1,CC-Chg,22410.0,4.48502,0.5,3.113194,0.1
4484,1,1,CC-Chg,22415.0,4.485166,0.5,3.113889,0.1
4485,1,1,CC-Chg,22420.0,4.485312,0.5,3.114583,0.1
4486,1,1,CC-Chg,22425.0,4.485458,0.5,3.115278,0.1
4487,1,1,CC-Chg,22430.0,4.485605,0.5,3.115972,0.1
4488,1,1,CC-Chg,22435.0,4.485752,0.5,3.116667,0.1
4489,1,1,CC-Chg,22440.0,4.4859,0.5,3.117361,0.1
4490,1,1,CC-Chg,22445.0,4.486048,0.5,3.118056,0.1
4491,1,1,CC-Chg,22450.0,4.486196,0.5,3.11875,0.1
4492,1,1,CC-Chg,22455.0,4.486344,0.5,3.119444,0.1
4493,1,1,CC-Chg,22460.0,4.486493,0.5,3.120139,0.1
4494,1,1,CC-Chg,22465.0,4.486642,0.5,3.120833,0.1
4495,1,1,CC-Chg,22470.0,4.486792,0.5,3.121528,0.1
4496,1,1,CC-Chg,22475.0,4.486941,0.5,3.122222,0.1
4497,1,1,CC-Chg,22480.0,4.487092,0.5,3.122917,0.1
4498,1,1,CC-Chg,22485.0,4.487242,0.5,3.123611,0.1
4499,1,1,CC-Chg,22490.0,4.487393,0.5,3.124306,0.1
4500,1,1,CC-Chg,22495.0,4.487544,0.5,3.125,0.1
4501,1,1,CC-Chg,22500.0,4.487696,0.5,3.125694,0.1
4502,1,1,CC-Chg,22505.0,4.487848,0.5,3.126389,0.1
4503,1,1,CC-Chg,22510.0,4.488,0.5,3.127083,0.1
4504,1,1,CC-Chg,22515.0,4.488153,0.5,3.127778,0.1
4505,1,1,CC-Chg,22520.0,4.488306,0.5,3.128472,0.1
4506,1,1,CC-Chg,22525.0,4.48846,0.5,3.129167,0.1
4507,1,1,CC-Chg,22530.0,4.488614,0.5,3.129861,0.1
4508,1,1,CC-Chg,22535.0,4.488768,0.5,3.130556,0.1
4509,1,1,CC-Chg,22540.0,4.488923,0.5,3.13125,0.1
4510,1,1,CC-Chg,22545.0,4.489078,0.5,3.131944,0.1
4511,1,1,CC-Chg,22550.0,4.489233,0.5,3.132639,0.1
4512,1,1,CC-Chg,22555.0,4.489389,0.5,3.133333,0.1
4513,1,1,CC-Chg,22560.0,4.489546,0.5,3.134028,0.1
4514,1,1,CC-Chg,22565.0,4.489702,0.5,3.134722,0.1
4515,1,1,CC-Chg,22570.0,4.489859,0.5,3.135417,0.1
4516,1,1,CC-Chg,22575.0,4.490017,0.5,3.136111,0.1
4517,1,1,CC-Chg,22580.0,4.490175,0.5,3.136806,0.1
4518,1,1,CC-Chg,22585.0,4.490333,0.5,3.1375,0.1
4519,1,1,CC-Chg,22590.0,4.490492,0.5,3.138194,0.1
4520,1,1,CC-Chg,22595.0,4.490651,0.5,3.138889,0.1
4521,1,1,CC-Chg,22600.0,4.490811,0.5,3.139583,0.1
4522,1,1,CC-Chg,22605.0,4.490971,0.5,3.140278,0.1
4523,1,1,CC-Chg,22610.0,4.491132,0.5,3.140972,0.1
4524,1,1,CC-Chg,22615.0,4.491293,0.5,3.141667,0.1
4525,1,1,CC-Chg,22620.0,4.491454,0.5,3.142361,0.1
4526,1,1,CC-Chg,22625.0,4.491616,0.5,3.143056,0.1
4527,1,1,CC-Chg,22630.0,4.491778,0.5,3.14375,0.1
4528,1,1,CC-Chg,22635.0,4.491941,0.5,3.144444,0.1
4529,1,1,CC-Chg,22640.0,4.492104,0.5,3.145139,0.1
4530,1,1,CC-Chg,22645.0,4.492268,0.5,3.145833,0.1
4531,1,1,CC-Chg,22650.0,4.492432,0.5,3.146528,0.1
4532,1,1,CC-Chg,22655.0,4.492597,0.5,3.147222,0.1
4533,1,1,CC-Chg,22660.0,4.492762,0.5,3.147917,0.1
4534,1,1,CC-Chg,22665.0,4.492927,0.5,3.148611,0.1
4535,1,1,CC-Chg,22670.0,4.493093,0.5,3.149306,0.1
4536,1,1,CC-Chg,22675.0,4.49326,0.5,3.15,0.1
4537,1,1,CC-Chg,22680.0,4.493427,0.5,3.150694,0.1
4538,1,1,CC-Chg,22685.0,4.493594,0.5,3.151389,0.1
4539,1,1,CC-Chg,22690.0,4.493762,0.5,3.152083,0.1
4540,1,1,CC-Chg,22695.0,4.49393,0.5,3.152778,0.1
4541,1,1,CC-Chg,22700.0,4.494099,0.5,3.153472,0.1
4542,1,1,CC-Chg,22705.0,4.494269,0.5,3.154167,0.1
4543,1,1,CC-Chg,22710.0,4.494439,0.5,3.154861,0.1
4544,1,1,CC-Chg,22715.0,4.494609,0.5,3.155556,0.1
4545,1,1,CC-Chg,22720.0,4.49478,0.5,3.15625,0.1
4546,1,1,CC-Chg,22725.0,4.494951,0.5,3.156944,0.1
4547,1,1,CC-Chg,22730.0,4.495123,0.5,3.157639,0.1
4548,1,1,CC-Chg,22735.0,4.495295,0.5,3.158333,0.1
4549,1,1,CC-Chg,22740.0,4.495468,0.5,3.159028,0.1
4550,1,1,CC-Chg,22745.0,4.495642,0.5,3.159722,0.1
4551,1,1,CC-Chg,22750.0,4.495816,0.5,3.160417,0.1
4552,1,1,CC-Chg,22755.0,4.49599,0.5,3.161111,0.1
4553,1,1,CC-Chg,22760.0,4.496165,0.5,3.161806,0.1
4554,1,1,CC-Chg,22765.0,4.49634,0.5,3.1625,0.1
4555,1,1,CC-Chg,22770.0,4.496516,0.5,3.163194,0.1
4556,1,1,CC-Chg,22775.0,4.496693,0.5,3.163889,0.1
4557,1,1,CC-Chg,22780.0,4.49687,0.5,3.164583,0.1
4558,1,1,CC-Chg,22785.0,4.497047,0.5,3.165278,0.1
4559,1,1,CC-Chg,22790.0,4.497225,0.5,3.165972,0.1
4560,1,1,CC-Chg,22795.0,4.497404,0.5,3.166667,0.1
4561,1,1,CC-Chg,22800.0,4.497583,0.5,3.167361,0.1
4562,1,1,CC-Chg,22805.0,4.497763,0.5,3.168056,0.1
4563,1,1,CC-Chg,22810.0,4.497943,0.5,3.16875,0.1
4564,1,1,CC-Chg,22815.0,4.498124,0.5,3.169444,0.1
4565,1,1,CC-Chg,22820.0,4.498305,0.5,3.170139,0.1
4566,1,1,CC-Chg,22825.0,4.498487,0.5,3.170833,0.1
4567,1,1,CC-Chg,22830.0,4.498669,0.5,3.171528,0.1
4568,1,1,CC-Chg,22835.0,4.498852,0.5,3.172222,0.1
4569,1,1,CC-Chg,22840.0,4.499035,0.5,3.172917,0.1
4570,1,1,CC-Chg,22845.0,4.499219,0.5,3.173611,0.1
4571,1,1,CC-Chg,22850.0,4.499404,0.5,3.174306,0.1
4572,1,1,CC-Chg,22855.0,4.499589,0.5,3.175,0.1
4573,1,1,CC-Chg,22860.0,4.499775,0.5,3.175694,0.1
4574,1,1,CC-Chg,22865.0,4.499961,0.5,3.176389,0.1
4575,1,1,CC-Chg,22870.0,4.500147,0.5,3.177083,0.1
4576,1,1,CC-Chg,22875.0,4.500335,0.5,3.177778,0.1
4577,1,1,CC-Chg,22880.0,4.500523,0.5,3.178472,0.1
4578,1,1,CC-Chg,22885.0,4.500711,0.5,3.179167,0.1
4579,1,1,CC-Chg,22890.0,4.5009,0.5,3.179861,0.1
4580,1,1,CC-Chg,22895.0,4.501089,0.5,3.180556,0.1
4581,1,1,CC-Chg,22900.0,4.50128,0.5,3.18125,0.1
4582,1,1,CC-Chg,22905.0,4.50147,0.5,3.181944,0.1
4583,1,1,CC-Chg,22910.0,4.501661,0.5,3.182639,0.1
4584,1,1,CC-Chg,22915.0,4.501853,0.5,3.183333,0.1
4585,1,1,CC-Chg,22920.0,4.502046,0.5,3.184028,0.1
4586,1,1,CC-Chg,22925.0,4.502239,0.5,3.184722,0.1
4587,1,1,CC-Chg,22930.0,4.502432,0.5,3.185417,0.1
4588,1,1,CC-Chg,22935.0,4.502626,0.5,3.186111,0.1
4589,1,1,CC-Chg,22940.0,4.502821,0.5,3.186806,0.1
4590,1,1,CC-Chg,22945.0,4.503016,0.5,3.1875,0.1
4591,1,1,CC-Chg,22950.0,4.503212,0.5,3.188194,0.1
4592,1,1,CC-Chg,22955.0,4.503408,0.5,3.188889,0.1
4593,1,1,CC-Chg,22960.0,4.503605,0.5,3.189583,0.1
4594,1,1,CC-Chg,22965.0,4.503803,0.5,3.190278,0.1
4595,1,1,CC-Chg,22970.0,4.504001,0.5,3.190972,0.1
4596,1,1,CC-Chg,22975.0,4.5042,0.5,3.191667,0.1
4597,1,1,CC-Chg,22980.0,4.504399,0.5,3.192361,0.1
4598,1,1,CC-Chg,22985.0,4.504599,0.5,3.193056,0.1
4599,1,1,CC-Chg,22990.0,4.504799,0.5,3.19375,0.1
4600,1,1,CC-Chg,22995.0,4.505,0.5,3.194444,0.1
4601,1,1,CC-Chg,23000.0,4.505202,0.5,3.195139,0.1
4602,1,1,CC-Chg,23005.0,4.505404,0.5,3.195833,0.1
4603,1,1,CC-Chg,23010.0,4.505607,0.5,3.196528,0.1
4604,1,1,CC-Chg,23015.0,4.50581,0.5,3.197222,0.1
4605,1,1,CC-Chg,23020.0,4.506014,0.5,3.197917,0.1
4606,1,1,CC-Chg,23025.0,4.506219,0.5,3.198611,0.1
4607,1,1,CC-Chg,23030.0,4.506424,0.5,3.199306,0.1
4608,1,1,CC-Chg,23035.0,4.50663,0.5,3.2,0.1
4609,1,1,CC-Chg,23040.0,4.506836,0.5,3.200694,0.1
4610,1,1,CC-Chg,23045.0,4.507043,0.5,3.201389,0.1
4611,1,1,CC-Chg,23050.0,4.50725,0.5,3.202083,0.1
4612,1,1,CC-Chg,23055.0,4.507459,0.5,3.202778,0.1
4613,1,1,CC-Chg,23060.0,4.507667,0.5,3.203472,0.1
4614,1,1,CC-Chg,23065.0,4.507877,0.5,3.204167,0.1
4615,1,1,CC-Chg,23070.0,4.508087,0.5,3.204861,0.1
4616,1,1,CC-Chg,23075.0,4.508297,0.5,3.205556,0.1
4617,1,1,CC-Chg,23080.0,4.508508,0.5,3.20625,0.1
4618,1,1,CC-Chg,23085.0,4.50872,0.5,3.206944,0.1
4619,1,1,CC-Chg,23090.0,4.508932,0.5,3.207639,0.1
4620,1,1,CC-Chg,23095.0,4.509145,0.5,3.208333,0.1
4621,1,1,CC-Chg,23100.0,4.509358,0.5,3.209028,0.1
4622,1,1,CC-Chg,23105.0,4.509573,0.5,3.209722,0.1
4623,1,1,CC-Chg,23110.0,4.509787,0.5,3.210417,0.1
4624,1,1,CC-Chg,23115.0,4.510003,0.5,3.211111,0.1
4625,1,1,CC-Chg,23120.0,4.510218,0.5,3.211806,0.1
4626,1,1,CC-Chg,23125.0,4.510435,0.5,3.2125,0.1
4627,1,1,CC-Chg,23130.0,4.510652,0.5,3.213194,0.1
4628,1,1,CC-Chg,23135.0,4.51087,0.5,3.213889,0.1
4629,1,1,CC-Chg,23140.0,4.511088,0.5,3.214583,0.1
4630,1,1,CC-Chg,23145.0,4.511307,0.5,3.215278,0.1
4631,1,1,CC-Chg,23150.0,4.511526,0.5,3.215972,0.1
4632,1,1,CC-Chg,23155.0,4.511746,0.5,3.216667,0.1
4633,1,1,CC-Chg,23160.0,4.511967,0.5,3.217361,0.1
4634,1,1,CC-Chg,23165.0,4.512188,0.5,3.218056,0.1
4635,1,1,CC-Chg,23170.0,4.51241,0.5,3.21875,0.1
4636,1,1,CC-Chg,23175.0,4.512633,0.5,3.219444,0.1
4637,1,1,CC-Chg,23180.0,4.512856,0.5,3.220139,0.1
4638,1,1,CC-Chg,23185.0,4.513079,0.5,3.220833,0.1
4639,1,1,CC-Chg,23190.0,4.513304,0.5,3.221528,0.1
4640,1,1,CC-Chg,23195.0,4.513528,0.5,3.222222,0.1
4641,1,1,CC-Chg,23200.0,4.513754,0.5,3.222917,0.1
4642,1,1,CC-Chg,23205.0,4.51398,0.5,3.223611,0.1
4643,1,1,CC-Chg,23210.0,4.514207,0.5,3.224306,0.1
4644,1,1,CC-Chg,23215.0,4.514434,0.5,3.225,0.1
4645,1,1,CC-Chg,23220.0,4.514662,0.5,3.225694,0.1
4646,1,1,CC-Chg,23225.0,4.51489,0.5,3.226389,0.1
4647,1,1,CC-Chg,23230.0,4.515119,0.5,3.227083,0.1
4648,1,1,CC-Chg,23235.0,4.515349,0.5,3.227778,0.1
4649,1,1,CC-Chg,23240.0,4.515579,0.5,3.228472,0.1
4650,1,1,CC-Chg,23245.0,4.51581,0.5,3.229167,0.1
4651,1,1,CC-Chg,23250.0,4.516041,0.5,3.229861,0.1
4652,1,1,CC-Chg,23255.0,4.516273,0.5,3.230556,0.1
4653,1,1,CC-Chg,23260.0,4.516506,0.5,3.23125,0.1
4654,1,1,CC-Chg,23265.0,4.516739,0.5,3.231944,0.1
4655,1,1,CC-Chg,23270.0,4.516973,0.5,3.232639,0.1
4656,1,1,CC-Chg,23275.0,4.517207,0.5,3.233333,0.1
4657,1,1,CC-Chg,23280.0,4.517442,0.5,3.234028,0.1
4658,1,1,CC-Chg,23285.0,4.517678,0.5,3.234722,0.1
4659,1,1,CC-Chg,23290.0,4.517914,0.5,3.235417,0.1
4660,1,1,CC-Chg,23295.0,4.518151,0.5,3.236111,0.1
4661,1,1,CC-Chg,23300.0,4.518388,0.5,3.236806,0.1
4662,1,1,CC-Chg,23305.0,4.518626,0.5,3.2375,0.1
4663,1,1,CC-Chg,23310.0,4.518865,0.5,3.238194,0.1
4664,1,1,CC-Chg,23315.0,4.519104,0.5,3.238889,0.1
4665,1,1,CC-Chg,23320.0,4.519344,0.5,3.239583,0.1
4666,1,1,CC-Chg,23325.0,4.519584,0.5,3.240278,0.1
4667,1,1,CC-Chg,23330.0,4.519825,0.5,3.240972,0.1
4668,1,1,CC-Chg,23335.0,4.520066,0.5,3.241667,0.1
4669,1,1,CC-Chg,23340.0,4.520308,0.5,3.242361,0.1
4670,1,1,CC-Chg,23345.0,4.520551,0.5,3.243056,0.1
4671,1,1,CC-Chg,23350.0,4.520794,0.5,3.24375,0.1
4672,1,1,CC-Chg,23355.0,4.521038,0.5,3.244444,0.1
4673,1,1,CC-Chg,23360.0,4.521282,0.5,3.245139,0.1
4674,1,1,CC-Chg,23365.0,4.521527,0.5,3.245833,0.1
4675,1,1,CC-Chg,23370.0,4.521773,0.5,3.246528,0.1
4676,1,1,CC-Chg,23375.0,4.522019,0.5,3.247222,0.1
4677,1,1,CC-Chg,23380.0,4.522266,0.5,3.247917,0.1
4678,1,1,CC-Chg,23385.0,4.522513,0.5,3.248611,0.1
4679,1,1,CC-Chg,23390.0,4.522761,0.5,3.249306,0.1
4680,1,1,CC-Chg,23395.0,4.523009,0.5,3.25,0.1
4681,1,1,CC-Chg,23400.0,4.523258,0.5,3.250694,0.1
4682,1,1,CC-Chg,23405.0,4.523508,0.5,3.251389,0.1
4683,1,1,CC-Chg,23410.0,4.523758,0.5,3.252083,0.1
4684,1,1,CC-Chg,23415.0,4.524009,0.5,3.252778,0.1
4685,1,1,CC-Chg,23420.0,4.52426,0.5,3.253472,0.1
4686,1,1,CC-Chg,23425.0,4.524512,0.5,3.254167,0.1
4687,1,1,CC-Chg,23430.0,4.524764,0.5,3.254861,0.1
4688,1,1,CC-Chg,23435.0,4.525017,0.5,3.255556,0.1
4689,1,1,CC-Chg,23440.0,4.525271,0.5,3.25625,0.1
4690,1,1,CC-Chg,23445.0,4.525525,0.5,3.256944,0.1
4691,1,1,CC-Chg,23450.0,4.52578,0.5,3.257639,0.1
4692,1,1,CC-Chg,23455.0,4.526035,0.5,3.258333,0.1
4693,1,1,CC-Chg,23460.0,4.526291,0.5,3.259028,0.1
4694,1,1,CC-Chg,23465.0,4.526547,0.5,3.259722,0.1
4695,1,1,CC-Chg,23470.0,4.526804,0.5,3.260417,0.1
4696,1,1,CC-Chg,23475.0,4.527061,0.5,3.261111,0.1
4697,1,1,CC-Chg,23480.0,4.527319,0.5,3.261806,0.1
4698,1,1,CC-Chg,23485.0,4.527578,0.5,3.2625,0.1
4699,1,1,CC-Chg,23490.0,4.527837,0.5,3.263194,0.1
4700,1,1,CC-Chg,23495.0,4.528097,0.5,3.263889,0.1
4701,1,1,CC-Chg,23500.0,4.528357,0.5,3.264583,0.1
4702,1,1,CC-Chg,23505.0,4.528618,0.5,3.265278,0.1
4703,1,1,CC-Chg,23510.0,4.528879,0.5,3.265972,0.1
4704,1,1,CC-Chg,23515.0,4.529141,0.5,3.266667,0.1
4705,1,1,CC-Chg,23520.0,4.529403,0.5,3.267361,0.1
4706,1,1,CC-Chg,23525.0,4.529666,0.5,3.268056,0.1
4707,1,1,CC-Chg,23530.0,4.52993,0.5,3.26875,0.1
4708,1,1,CC-Chg,23535.0,4.530194,0.5,3.269444,0.1
4709,1,1,CC-Chg,23540.0,4.530458,0.5,3.270139,0.1
4710,1,1,CC-Chg,23545.0,4.530723,0.5,3.270833,0.1
4711,1,1,CC-Chg,23550.0,4.530989,0.5,3.271528,0.1
4712,1,1,CC-Chg,23555.0,4.531255,0.5,3.272222,0.1
4713,1,1,CC-Chg,23560.0,4.531522,0.5,3.272917,0.1
4714,1,1,CC-Chg,23565.0,4.531789,0.5,3.273611,0.1
4715,1,1,CC-Chg,23570.0,4.532057,0.5,3.274306,0.1
4716,1,1,CC-Chg,23575.0,4.532325,0.5,3.275,0.1
4717,1,1,CC-Chg,23580.0,4.532594,0.5,3.275694,0.1
4718,1,1,CC-Chg,23585.0,4.532863,0.5,3.276389,0.1
4719,1,1,CC-Chg,23590.0,4.533133,0.5,3.277083,0.1
4720,1,1,CC-Chg,23595.0,4.533403,0.5,3.277778,0.1
4721,1,1,CC-Chg,23600.0,4.533674,0.5,3.278472,0.1
4722,1,1,CC-Chg,23605.0,4.533946,0.5,3.279167,0.1
4723,1,1,CC-Chg,23610.0,4.534217,0.5,3.279861,0.1
4724,1,1,CC-Chg,23615.0,4.53449,0.5,3.280556,0.1
4725,1,1,CC-Chg,23620.0,4.534763,0.5,3.28125,0.1
4726,1,1,CC-Chg,23625.0,4.535036,0.5,3.281944,0.1
4727,1,1,CC-Chg,23630.0,4.53531,0.5,3.282639,0.1
