Data_Point,Cycle_No,Step_No,Mode,Time(s),Voltage(V),Current(mA),Capacity(mAh),C_rate
1,1,1,CC-Chg,0.0,2.597222,0.5,0.0,0.1
2,1,1,CC-Chg,5.0,2.59813,0.5,0.001389,0.1
3,1,1,CC-Chg,10.0,2.59866,0.5,0.002083,0.1
4,1,1,CC-Chg,15.0,2.599155,0.5,0.002778,0.1
5,1,1,CC-Chg,20.0,2.599641,0.5,0.003472,0.1
6,1,1,CC-Chg,25.0,2.600124,0.5,0.004167,0.1
7,1,1,CC-Chg,30.0,2.600605,0.5,0.004861,0.1
8,1,1,CC-Chg,35.0,2.601087,0.5,0.005556,0.1
9,1,1,CC-Chg,40.0,2.601568,0.5,0.00625,0.1
10,1,1,CC-Chg,45.0,2.602049,0.5,0.006944,0.1
11,1,1,CC-Chg,50.0,2.60253,0.5,0.007639,0.1
12,1,1,CC-Chg,55.0,2.603012,0.5,0.008333,0.1
13,1,1,CC-Chg,60.0,2.603493,0.5,0.009028,0.1
14,1,1,CC-Chg,65.0,2.603975,0.5,0.009722,0.1
15,1,1,CC-Chg,70.0,2.604457,0.5,0.010417,0.1
16,1,1,CC-Chg,75.0,2.604938,0.5,0.011111,0.1
17,1,1,CC-Chg,80.0,2.60542,0.5,0.011806,0.1
18,1,1,CC-Chg,85.0,2.605901,0.5,0.0125,0.1
19,1,1,CC-Chg,90.0,2.606383,0.5,0.013194,0.1
20,1,1,CC-Chg,95.0,2.606865,0.5,0.013889,0.1
21,1,1,CC-Chg,100.0,2.607347,0.5,0.014583,0.1
22,1,1,CC-Chg,105.0,2.607828,0.5,0.015278,0.1
23,1,1,CC-Chg,110.0,2.60831,0.5,0.015972,0.1
24,1,1,CC-Chg,115.0,2.608792,0.5,0.016667,0.1
25,1,1,CC-Chg,120.0,2.609273,0.5,0.017361,0.1
26,1,1,CC-Chg,125.0,2.609755,0.5,0.018056,0.1
27,1,1,CC-Chg,130.0,2.610237,0.5,0.01875,0.1
28,1,1,CC-Chg,135.0,2.610719,0.5,0.019444,0.1
29,1,1,CC-Chg,140.0,2.6112,0.5,0.020139,0.1
30,1,1,CC-Chg,145.0,2.611682,0.5,0.020833,0.1
31,1,1,CC-Chg,150.0,2.612164,0.5,0.021528,0.1
32,1,1,CC-Chg,155.0,2.612646,0.5,0.022222,0.1
33,1,1,CC-Chg,160.0,2.613127,0.5,0.022917,0.1
34,1,1,CC-Chg,165.0,2.613609,0.5,0.023611,0.1
35,1,1,CC-Chg,170.0,2.614091,0.5,0.024306,0.1
36,1,1,CC-Chg,175.0,2.614572,0.5,0.025,0.1
37,1,1,CC-Chg,180.0,2.615054,0.5,0.025694,0.1
38,1,1,CC-Chg,185.0,2.615535,0.5,0.026389,0.1
39,1,1,CC-Chg,190.0,2.616017,0.5,0.027083,0.1
40,1,1,CC-Chg,195.0,2.616499,0.5,0.027778,0.1
41,1,1,CC-Chg,200.0,2.61698,0.5,0.028472,0.1
42,1,1,CC-Chg,205.0,2.617462,0.5,0.029167,0.1
43,1,1,CC-Chg,210.0,2.617943,0.5,0.029861,0.1
44,1,1,CC-Chg,215.0,2.618425,0.5,0.030556,0.1
45,1,1,CC-Chg,220.0,2.618906,0.5,0.03125,0.1
46,1,1,CC-Chg,225.0,2.619388,0.5,0.031944,0.1
47,1,1,CC-Chg,230.0,2.619869,0.5,0.032639,0.1
48,1,1,CC-Chg,235.0,2.62035,0.5,0.033333,0.1
49,1,1,CC-Chg,240.0,2.620832,0.5,0.034028,0.1
50,1,1,CC-Chg,245.0,2.621313,0.5,0.034722,0.1
51,1,1,CC-Chg,250.0,2.621794,0.5,0.035417,0.1
52,1,1,CC-Chg,255.0,2.622275,0.5,0.036111,0.1
53,1,1,CC-Chg,260.0,2.622756,0.5,0.036806,0.1
54,1,1,CC-Chg,265.0,2.623238,0.5,0.0375,0.1
55,1,1,CC-Chg,270.0,2.623719,0.5,0.038194,0.1
56,1,1,CC-Chg,275.0,2.6242,0.5,0.038889,0.1
57,1,1,CC-Chg,280.0,2.624681,0.5,0.039583,0.1
58,1,1,CC-Chg,285.0,2.625162,0.5,0.040278,0.1
59,1,1,CC-Chg,290.0,2.625643,0.5,0.040972,0.1
60,1,1,CC-Chg,295.0,2.626123,0.5,0.041667,0.1
61,1,1,CC-Chg,300.0,2.626604,0.5,0.042361,0.1
62,1,1,CC-Chg,305.0,2.627085,0.5,0.043056,0.1
63,1,1,CC-Chg,310.0,2.627566,0.5,0.04375,0.1
64,1,1,CC-Chg,315.0,2.628047,0.5,0.044444,0.1
65,1,1,CC-Chg,320.0,2.628527,0.5,0.045139,0.1
66,1,1,CC-Chg,325.0,2.629008,0.5,0.045833,0.1
67,1,1,CC-Chg,330.0,2.629488,0.5,0.046528,0.1
68,1,1,CC-Chg,335.0,2.629969,0.5,0.047222,0.1
69,1,1,CC-Chg,340.0,2.630449,0.5,0.047917,0.1
70,1,1,CC-Chg,345.0,2.63093,0.5,0.048611,0.1
71,1,1,CC-Chg,350.0,2.63141,0.5,0.049306,0.1
72,1,1,CC-Chg,355.0,2.63189,0.5,0.05,0.1
73,1,1,CC-Chg,360.0,2.63237,0.5,0.050694,0.1
74,1,1,CC-Chg,365.0,2.632851,0.5,0.051389,0.1
75,1,1,CC-Chg,370.0,2.633331,0.5,0.052083,0.1
76,1,1,CC-Chg,375.0,2.633811,0.5,0.052778,0.1
77,1,1,CC-Chg,380.0,2.634291,0.5,0.053472,0.1
78,1,1,CC-Chg,385.0,2.634771,0.5,0.054167,0.1
79,1,1,CC-Chg,390.0,2.63525,0.5,0.054861,0.1
80,1,1,CC-Chg,395.0,2.63573,0.5,0.055556,0.1
81,1,1,CC-Chg,400.0,2.63621,0.5,0.05625,0.1
82,1,1,CC-Chg,405.0,2.63669,0.5,0.056944,0.1
83,1,1,CC-Chg,410.0,2.637169,0.5,0.057639,0.1
84,1,1,CC-Chg,415.0,2.637649,0.5,0.058333,0.1
85,1,1,CC-Chg,420.0,2.638128,0.5,0.059028,0.1
86,1,1,CC-Chg,425.0,2.638608,0.5,0.059722,0.1
87,1,1,CC-Chg,430.0,2.639087,0.5,0.060417,0.1
88,1,1,CC-Chg,435.0,2.639566,0.5,0.061111,0.1
89,1,1,CC-Chg,440.0,2.640046,0.5,0.061806,0.1
90,1,1,CC-Chg,445.0,2.640525,0.5,0.0625,0.1
91,1,1,CC-Chg,450.0,2.641004,0.5,0.063194,0.1
92,1,1,CC-Chg,455.0,2.641483,0.5,0.063889,0.1
93,1,1,CC-Chg,460.0,2.641962,0.5,0.064583,0.1
94,1,1,CC-Chg,465.0,2.642441,0.5,0.065278,0.1
95,1,1,CC-Chg,470.0,2.64292,0.5,0.065972,0.1
96,1,1,CC-Chg,475.0,2.643398,0.5,0.066667,0.1
97,1,1,CC-Chg,480.0,2.643877,0.5,0.067361,0.1
98,1,1,CC-Chg,485.0,2.644356,0.5,0.068056,0.1
99,1,1,CC-Chg,490.0,2.644834,0.5,0.06875,0.1
100,1,1,CC-Chg,495.0,2.645313,0.5,0.069444,0.1
101,1,1,CC-Chg,500.0,2.645791,0.5,0.070139,0.1
102,1,1,CC-Chg,505.0,2.646269,0.5,0.070833,0.1
103,1,1,CC-Chg,510.0,2.646747,0.5,0.071528,0.1
104,1,1,CC-Chg,515.0,2.647226,0.5,0.072222,0.1
105,1,1,CC-Chg,520.0,2.647704,0.5,0.072917,0.1
106,1,1,CC-Chg,525.0,2.648182,0.5,0.073611,0.1
107,1,1,CC-Chg,530.0,2.64866,0.5,0.074306,0.1
108,1,1,CC-Chg,535.0,2.649137,0.5,0.075,0.1
109,1,1,CC-Chg,540.0,2.649615,0.5,0.075694,0.1
110,1,1,CC-Chg,545.0,2.650093,0.5,0.076389,0.1
111,1,1,CC-Chg,550.0,2.650571,0.5,0.077083,0.1
112,1,1,CC-Chg,555.0,2.651048,0.5,0.077778,0.1
113,1,1,CC-Chg,560.0,2.651526,0.5,0.078472,0.1
114,1,1,CC-Chg,565.0,2.652003,0.5,0.079167,0.1
115,1,1,CC-Chg,570.0,2.65248,0.5,0.079861,0.1
116,1,1,CC-Chg,575.0,2.652957,0.5,0.080556,0.1
117,1,1,CC-Chg,580.0,2.653435,0.5,0.08125,0.1
118,1,1,CC-Chg,585.0,2.653912,0.5,0.081944,0.1
119,1,1,CC-Chg,590.0,2.654389,0.5,0.082639,0.1
120,1,1,CC-Chg,595.0,2.654865,0.5,0.083333,0.1
121,1,1,CC-Chg,600.0,2.655342,0.5,0.084028,0.1
122,1,1,CC-Chg,605.0,2.655819,0.5,0.084722,0.1
123,1,1,CC-Chg,610.0,2.656296,0.5,0.085417,0.1
124,1,1,CC-Chg,615.0,2.656772,0.5,0.086111,0.1
125,1,1,CC-Chg,620.0,2.657248,0.5,0.086806,0.1
126,1,1,CC-Chg,625.0,2.657725,0.5,0.0875,0.1
127,1,1,CC-Chg,630.0,2.658201,0.5,0.088194,0.1
128,1,1,CC-Chg,635.0,2.658677,0.5,0.088889,0.1
129,1,1,CC-Chg,640.0,2.659153,0.5,0.089583,0.1
130,1,1,CC-Chg,645.0,2.659629,0.5,0.090278,0.1
131,1,1,CC-Chg,650.0,2.660105,0.5,0.090972,0.1
132,1,1,CC-Chg,655.0,2.660581,0.5,0.091667,0.1
133,1,1,CC-Chg,660.0,2.661057,0.5,0.092361,0.1
134,1,1,CC-Chg,665.0,2.661532,0.5,0.093056,0.1
135,1,1,CC-Chg,670.0,2.662008,0.5,0.09375,0.1
136,1,1,CC-Chg,675.0,2.662484,0.5,0.094444,0.1
137,1,1,CC-Chg,680.0,2.662959,0.5,0.095139,0.1
138,1,1,CC-Chg,685.0,2.663434,0.5,0.095833,0.1
139,1,1,CC-Chg,690.0,2.663909,0.5,0.096528,0.1
140,1,1,CC-Chg,695.0,2.664384,0.5,0.097222,0.1
141,1,1,CC-Chg,700.0,2.664859,0.5,0.097917,0.1
142,1,1,CC-Chg,705.0,2.665334,0.5,0.098611,0.1
143,1,1,CC-Chg,710.0,2.665809,0.5,0.099306,0.1
144,1,1,CC-Chg,715.0,2.666284,0.5,0.1,0.1
145,1,1,CC-Chg,720.0,2.666758,0.5,0.100694,0.1
146,1,1,CC-Chg,725.0,2.667233,0.5,0.101389,0.1
147,1,1,CC-Chg,730.0,2.667707,0.5,0.102083,0.1
148,1,1,CC-Chg,735.0,2.668182,0.5,0.102778,0.1
149,1,1,CC-Chg,740.0,2.668656,0.5,0.103472,0.1
150,1,1,CC-Chg,745.0,2.66913,0.5,0.104167,0.1
151,1,1,CC-Chg,750.0,2.669604,0.5,0.104861,0.1
152,1,1,CC-Chg,755.0,2.670078,0.5,0.105556,0.1
153,1,1,CC-Chg,760.0,2.670552,0.5,0.10625,0.1
154,1,1,CC-Chg,765.0,2.671025,0.5,0.106944,0.1
155,1,1,CC-Chg,770.0,2.671499,0.5,0.107639,0.1
156,1,1,CC-Chg,775.0,2.671973,0.5,0.108333,0.1
157,1,1,CC-Chg,780.0,2.672446,0.5,0.109028,0.1
158,1,1,CC-Chg,785.0,2.672919,0.5,0.109722,0.1
159,1,1,CC-Chg,790.0,2.673392,0.5,0.110417,0.1
160,1,1,CC-Chg,795.0,2.673866,0.5,0.111111,0.1
161,1,1,CC-Chg,800.0,2.674339,0.5,0.111806,0.1
162,1,1,CC-Chg,805.0,2.674811,0.5,0.1125,0.1
163,1,1,CC-Chg,810.0,2.675284,0.5,0.113194,0.1
164,1,1,CC-Chg,815.0,2.675757,0.5,0.113889,0.1
165,1,1,CC-Chg,820.0,2.676229,0.5,0.114583,0.1
166,1,1,CC-Chg,825.0,2.676702,0.5,0.115278,0.1
167,1,1,CC-Chg,830.0,2.677174,0.5,0.115972,0.1
168,1,1,CC-Chg,835.0,2.677647,0.5,0.116667,0.1
169,1,1,CC-Chg,840.0,2.678119,0.5,0.117361,0.1
170,1,1,CC-Chg,845.0,2.678591,0.5,0.118056,0.1
171,1,1,CC-Chg,850.0,2.679063,0.5,0.11875,0.1
172,1,1,CC-Chg,855.0,2.679534,0.5,0.119444,0.1
173,1,1,CC-Chg,860.0,2.680006,0.5,0.120139,0.1
174,1,1,CC-Chg,865.0,2.680478,0.5,0.120833,0.1
175,1,1,CC-Chg,870.0,2.680949,0.5,0.121528,0.1
176,1,1,CC-Chg,875.0,2.681421,0.5,0.122222,0.1
177,1,1,CC-Chg,880.0,2.681892,0.5,0.122917,0.1
178,1,1,CC-Chg,885.0,2.682363,0.5,0.123611,0.1
179,1,1,CC-Chg,890.0,2.682834,0.5,0.124306,0.1
180,1,1,CC-Chg,895.0,2.683305,0.5,0.125,0.1
181,1,1,CC-Chg,900.0,2.683776,0.5,0.125694,0.1
182,1,1,CC-Chg,905.0,2.684246,0.5,0.126389,0.1
183,1,1,CC-Chg,910.0,2.684717,0.5,0.127083,0.1
184,1,1,CC-Chg,915.0,2.685188,0.5,0.127778,0.1
185,1,1,CC-Chg,920.0,2.685658,0.5,0.128472,0.1
186,1,1,CC-Chg,925.0,2.686128,0.5,0.129167,0.1
187,1,1,CC-Chg,930.0,2.686598,0.5,0.129861,0.1
188,1,1,CC-Chg,935.0,2.687068,0.5,0.130556,0.1
189,1,1,CC-Chg,940.0,2.687538,0.5,0.13125,0.1
190,1,1,CC-Chg,945.0,2.688008,0.5,0.131944,0.1
191,1,1,CC-Chg,950.0,2.688477,0.5,0.132639,0.1
192,1,1,CC-Chg,955.0,2.688947,0.5,0.133333,0.1
193,1,1,CC-Chg,960.0,2.689416,0.5,0.134028,0.1
194,1,1,CC-Chg,965.0,2.689886,0.5,0.134722,0.1
195,1,1,CC-Chg,970.0,2.690355,0.5,0.135417,0.1
196,1,1,CC-Chg,975.0,2.690824,0.5,0.136111,0.1
197,1,1,CC-Chg,980.0,2.691293,0.5,0.136806,0.1
198,1,1,CC-Chg,985.0,2.691762,0.5,0.1375,0.1
199,1,1,CC-Chg,990.0,2.69223,0.5,0.138194,0.1
200,1,1,CC-Chg,995.0,2.692699,0.5,0.138889,0.1
201,1,1,CC-Chg,1000.0,2.693167,0.5,0.139583,0.1
202,1,1,CC-Chg,1005.0,2.693636,0.5,0.140278,0.1
203,1,1,CC-Chg,1010.0,2.694104,0.5,0.140972,0.1
204,1,1,CC-Chg,1015.0,2.694572,0.5,0.141667,0.1
205,1,1,CC-Chg,1020.0,2.69504,0.5,0.142361,0.1
206,1,1,CC-Chg,1025.0,2.695508,0.5,0.143056,0.1
207,1,1,CC-Chg,1030.0,2.695975,0.5,0.14375,0.1
208,1,1,CC-Chg,1035.0,2.696443,0.5,0.144444,0.1
209,1,1,CC-Chg,1040.0,2.69691,0.5,0.145139,0.1
210,1,1,CC-Chg,1045.0,2.697378,0.5,0.145833,0.1
211,1,1,CC-Chg,1050.0,2.697845,0.5,0.146528,0.1
212,1,1,CC-Chg,1055.0,2.698312,0.5,0.147222,0.1
213,1,1,CC-Chg,1060.0,2.698779,0.5,0.147917,0.1
214,1,1,CC-Chg,1065.0,2.699245,0.5,0.148611,0.1
215,1,1,CC-Chg,1070.0,2.699712,0.5,0.149306,0.1
216,1,1,CC-Chg,1075.0,2.700179,0.5,0.15,0.1
217,1,1,CC-Chg,1080.0,2.700645,0.5,0.150694,0.1
218,1,1,CC-Chg,1085.0,2.701111,0.5,0.151389,0.1
219,1,1,CC-Chg,1090.0,2.701577,0.5,0.152083,0.1
220,1,1,CC-Chg,1095.0,2.702043,0.5,0.152778,0.1
221,1,1,CC-Chg,1100.0,2.702509,0.5,0.153472,0.1
222,1,1,CC-Chg,1105.0,2.702975,0.5,0.154167,0.1
223,1,1,CC-Chg,1110.0,2.703441,0.5,0.154861,0.1
224,1,1,CC-Chg,1115.0,2.703906,0.5,0.155556,0.1
225,1,1,CC-Chg,1120.0,2.704371,0.5,0.15625,0.1
226,1,1,CC-Chg,1125.0,2.704837,0.5,0.156944,0.1
227,1,1,CC-Chg,1130.0,2.705302,0.5,0.157639,0.1
228,1,1,CC-Chg,1135.0,2.705766,0.5,0.158333,0.1
229,1,1,CC-Chg,1140.0,2.706231,0.5,0.159028,0.1
230,1,1,CC-Chg,1145.0,2.706696,0.5,0.159722,0.1
231,1,1,CC-Chg,1150.0,2.70716,0.5,0.160417,0.1
232,1,1,CC-Chg,1155.0,2.707625,0.5,0.161111,0.1
233,1,1,CC-Chg,1160.0,2.708089,0.5,0.161806,0.1
234,1,1,CC-Chg,1165.0,2.708553,0.5,0.1625,0.1
235,1,1,CC-Chg,1170.0,2.709017,0.5,0.163194,0.1
236,1,1,CC-Chg,1175.0,2.709481,0.5,0.163889,0.1
237,1,1,CC-Chg,1180.0,2.709945,0.5,0.164583,0.1
238,1,1,CC-Chg,1185.0,2.710408,0.5,0.165278,0.1
239,1,1,CC-Chg,1190.0,2.710871,0.5,0.165972,0.1
240,1,1,CC-Chg,1195.0,2.711335,0.5,0.166667,0.1
241,1,1,CC-Chg,1200.0,2.711798,0.5,0.167361,0.1
242,1,1,CC-Chg,1205.0,2.712261,0.5,0.168056,0.1
243,1,1,CC-Chg,1210.0,2.712723,0.5,0.16875,0.1
244,1,1,CC-Chg,1215.0,2.713186,0.5,0.169444,0.1
245,1,1,CC-Chg,1220.0,2.713649,0.5,0.170139,0.1
246,1,1,CC-Chg,1225.0,2.714111,0.5,0.170833,0.1
247,1,1,CC-Chg,1230.0,2.714573,0.5,0.171528,0.1
248,1,1,CC-Chg,1235.0,2.715035,0.5,0.172222,0.1
249,1,1,CC-Chg,1240.0,2.715497,0.5,0.172917,0.1
250,1,1,CC-Chg,1245.0,2.715959,0.5,0.173611,0.1
251,1,1,CC-Chg,1250.0,2.716421,0.5,0.174306,0.1
252,1,1,CC-Chg,1255.0,2.716882,0.5,0.175,0.1
253,1,1,CC-Chg,1260.0,2.717344,0.5,0.175694,0.1
254,1,1,CC-Chg,1265.0,2.717805,0.5,0.176389,0.1
255,1,1,CC-Chg,1270.0,2.718266,0.5,0.177083,0.1
256,1,1,CC-Chg,1275.0,2.718727,0.5,0.177778,0.1
257,1,1,CC-Chg,1280.0,2.719187,0.5,0.178472,0.1
258,1,1,CC-Chg,1285.0,2.719648,0.5,0.179167,0.1
259,1,1,CC-Chg,1290.0,2.720108,0.5,0.179861,0.1
260,1,1,CC-Chg,1295.0,2.720569,0.5,0.180556,0.1
261,1,1,CC-Chg,1300.0,2.721029,0.5,0.18125,0.1
262,1,1,CC-Chg,1305.0,2.721489,0.5,0.181944,0.1
263,1,1,CC-Chg,1310.0,2.721949,0.5,0.182639,0.1
264,1,1,CC-Chg,1315.0,2.722408,0.5,0.183333,0.1
265,1,1,CC-Chg,1320.0,2.722868,0.5,0.184028,0.1
266,1,1,CC-Chg,1325.0,2.723327,0.5,0.184722,0.1
267,1,1,CC-Chg,1330.0,2.723786,0.5,0.185417,0.1
268,1,1,CC-Chg,1335.0,2.724245,0.5,0.186111,0.1
269,1,1,CC-Chg,1340.0,2.724704,0.5,0.186806,0.1
270,1,1,CC-Chg,1345.0,2.725163,0.5,0.1875,0.1
271,1,1,CC-Chg,1350.0,2.725622,0.5,0.188194,0.1
272,1,1,CC-Chg,1355.0,2.72608,0.5,0.188889,0.1
273,1,1,CC-Chg,1360.0,2.726538,0.5,0.189583,0.1
274,1,1,CC-Chg,1365.0,2.726996,0.5,0.190278,0.1
275,1,1,CC-Chg,1370.0,2.727454,0.5,0.190972,0.1
276,1,1,CC-Chg,1375.0,2.727912,0.5,0.191667,0.1
277,1,1,CC-Chg,1380.0,2.72837,0.5,0.192361,0.1
278,1,1,CC-Chg,1385.0,2.728827,0.5,0.193056,0.1
279,1,1,CC-Chg,1390.0,2.729284,0.5,0.19375,0.1
280,1,1,CC-Chg,1395.0,2.729741,0.5,0.194444,0.1
281,1,1,CC-Chg,1400.0,2.730198,0.5,0.195139,0.1
282,1,1,CC-Chg,1405.0,2.730655,0.5,0.195833,0.1
283,1,1,CC-Chg,1410.0,2.731112,0.5,0.196528,0.1
284,1,1,CC-Chg,1415.0,2.731568,0.5,0.197222,0.1
285,1,1,CC-Chg,1420.0,2.732025,0.5,0.197917,0.1
286,1,1,CC-Chg,1425.0,2.732481,0.5,0.198611,0.1
287,1,1,CC-Chg,1430.0,2.732937,0.5,0.199306,0.1
288,1,1,CC-Chg,1435.0,2.733392,0.5,0.2,0.1
289,1,1,CC-Chg,1440.0,2.733848,0.5,0.200694,0.1
290,1,1,CC-Chg,1445.0,2.734304,0.5,0.201389,0.1
291,1,1,CC-Chg,1450.0,2.734759,0.5,0.202083,0.1
292,1,1,CC-Chg,1455.0,2.735214,0.5,0.202778,0.1
293,1,1,CC-Chg,1460.0,2.735669,0.5,0.203472,0.1
294,1,1,CC-Chg,1465.0,2.736124,0.5,0.204167,0.1
295,1,1,CC-Chg,1470.0,2.736578,0.5,0.204861,0.1
296,1,1,CC-Chg,1475.0,2.737033,0.5,0.205556,0.1
297,1,1,CC-Chg,1480.0,2.737487,0.5,0.20625,0.1
298,1,1,CC-Chg,1485.0,2.737941,0.5,0.206944,0.1
299,1,1,CC-Chg,1490.0,2.738395,0.5,0.207639,0.1
300,1,1,CC-Chg,1495.0,2.738849,0.5,0.208333,0.1
301,1,1,CC-Chg,1500.0,2.739302,0.5,0.209028,0.1
302,1,1,CC-Chg,1505.0,2.739756,0.5,0.209722,0.1
303,1,1,CC-Chg,1510.0,2.740209,0.5,0.210417,0.1
304,1,1,CC-Chg,1515.0,2.740662,0.5,0.211111,0.1
305,1,1,CC-Chg,1520.0,2.741115,0.5,0.211806,0.1
306,1,1,CC-Chg,1525.0,2.741568,0.5,0.2125,0.1
307,1,1,CC-Chg,1530.0,2.74202,0.5,0.213194,0.1
308,1,1,CC-Chg,1535.0,2.742472,0.5,0.213889,0.1
309,1,1,CC-Chg,1540.0,2.742925,0.5,0.214583,0.1
310,1,1,CC-Chg,1545.0,2.743377,0.5,0.215278,0.1
311,1,1,CC-Chg,1550.0,2.743828,0.5,0.215972,0.1
312,1,1,CC-Chg,1555.0,2.74428,0.5,0.216667,0.1
313,1,1,CC-Chg,1560.0,2.744731,0.5,0.217361,0.1
314,1,1,CC-Chg,1565.0,2.745183,0.5,0.218056,0.1
315,1,1,CC-Chg,1570.0,2.745634,0.5,0.21875,0.1
316,1,1,CC-Chg,1575.0,2.746085,0.5,0.219444,0.1
317,1,1,CC-Chg,1580.0,2.746535,0.5,0.220139,0.1
318,1,1,CC-Chg,1585.0,2.746986,0.5,0.220833,0.1
319,1,1,CC-Chg,1590.0,2.747436,0.5,0.221528,0.1
320,1,1,CC-Chg,1595.0,2.747886,0.5,0.222222,0.1
321,1,1,CC-Chg,1600.0,2.748336,0.5,0.222917,0.1
322,1,1,CC-Chg,1605.0,2.748786,0.5,0.223611,0.1
323,1,1,CC-Chg,1610.0,2.749236,0.5,0.224306,0.1
324,1,1,CC-Chg,1615.0,2.749685,0.5,0.225,0.1
325,1,1,CC-Chg,1620.0,2.750134,0.5,0.225694,0.1
326,1,1,CC-Chg,1625.0,2.750584,0.5,0.226389,0.1
327,1,1,CC-Chg,1630.0,2.751032,0.5,0.227083,0.1
328,1,1,CC-Chg,1635.0,2.751481,0.5,0.227778,0.1
329,1,1,CC-Chg,1640.0,2.75193,0.5,0.228472,0.1
330,1,1,CC-Chg,1645.0,2.752378,0.5,0.229167,0.1
331,1,1,CC-Chg,1650.0,2.752826,0.5,0.229861,0.1
332,1,1,CC-Chg,1655.0,2.753274,0.5,0.230556,0.1
333,1,1,CC-Chg,1660.0,2.753722,0.5,0.23125,0.1
334,1,1,CC-Chg,1665.0,2.754169,0.5,0.231944,0.1
335,1,1,CC-Chg,1670.0,2.754616,0.5,0.232639,0.1
336,1,1,CC-Chg,1675.0,2.755064,0.5,0.233333,0.1
337,1,1,CC-Chg,1680.0,2.75551,0.5,0.234028,0.1
338,1,1,CC-Chg,1685.0,2.755957,0.5,0.234722,0.1
339,1,1,CC-Chg,1690.0,2.756404,0.5,0.235417,0.1
340,1,1,CC-Chg,1695.0,2.75685,0.5,0.236111,0.1
341,1,1,CC-Chg,1700.0,2.757296,0.5,0.236806,0.1
342,1,1,CC-Chg,1705.0,2.757742,0.5,0.2375,0.1
343,1,1,CC-Chg,1710.0,2.758188,0.5,0.238194,0.1
344,1,1,CC-Chg,1715.0,2.758634,0.5,0.238889,0.1
345,1,1,CC-Chg,1720.0,2.759079,0.5,0.239583,0.1
346,1,1,CC-Chg,1725.0,2.759524,0.5,0.240278,0.1
347,1,1,CC-Chg,1730.0,2.759969,0.5,0.240972,0.1
348,1,1,CC-Chg,1735.0,2.760414,0.5,0.241667,0.1
349,1,1,CC-Chg,1740.0,2.760859,0.5,0.242361,0.1
350,1,1,CC-Chg,1745.0,2.761303,0.5,0.243056,0.1
351,1,1,CC-Chg,1750.0,2.761747,0.5,0.24375,0.1
352,1,1,CC-Chg,1755.0,2.762191,0.5,0.244444,0.1
353,1,1,CC-Chg,1760.0,2.762635,0.5,0.245139,0.1
354,1,1,CC-Chg,1765.0,2.763078,0.5,0.245833,0.1
355,1,1,CC-Chg,1770.0,2.763522,0.5,0.246528,0.1
356,1,1,CC-Chg,1775.0,2.763965,0.5,0.247222,0.1
357,1,1,CC-Chg,1780.0,2.764408,0.5,0.247917,0.1
358,1,1,CC-Chg,1785.0,2.764851,0.5,0.248611,0.1
359,1,1,CC-Chg,1790.0,2.765293,0.5,0.249306,0.1
360,1,1,CC-Chg,1795.0,2.765736,0.5,0.25,0.1
361,1,1,CC-Chg,1800.0,2.766178,0.5,0.250694,0.1
362,1,1,CC-Chg,1805.0,2.76662,0.5,0.251389,0.1
363,1,1,CC-Chg,1810.0,2.767061,0.5,0.252083,0.1
364,1,1,CC-Chg,1815.0,2.767503,0.5,0.252778,0.1
365,1,1,CC-Chg,1820.0,2.767944,0.5,0.253472,0.1
366,1,1,CC-Chg,1825.0,2.768385,0.5,0.254167,0.1
367,1,1,CC-Chg,1830.0,2.768826,0.5,0.254861,0.1
368,1,1,CC-Chg,1835.0,2.769267,0.5,0.255556,0.1
369,1,1,CC-Chg,1840.0,2.769707,0.5,0.25625,0.1
370,1,1,CC-Chg,1845.0,2.770147,0.5,0.256944,0.1
371,1,1,CC-Chg,1850.0,2.770587,0.5,0.257639,0.1
372,1,1,CC-Chg,1855.0,2.771027,0.5,0.258333,0.1
373,1,1,CC-Chg,1860.0,2.771467,0.5,0.259028,0.1
374,1,1,CC-Chg,1865.0,2.771906,0.5,0.259722,0.1
375,1,1,CC-Chg,1870.0,2.772345,0.5,0.260417,0.1
376,1,1,CC-Chg,1875.0,2.772784,0.5,0.261111,0.1
377,1,1,CC-Chg,1880.0,2.773223,0.5,0.261806,0.1
378,1,1,CC-Chg,1885.0,2.773662,0.5,0.2625,0.1
379,1,1,CC-Chg,1890.0,2.7741,0.5,0.263194,0.1
380,1,1,CC-Chg,1895.0,2.774538,0.5,0.263889,0.1
381,1,1,CC-Chg,1900.0,2.774976,0.5,0.264583,0.1
382,1,1,CC-Chg,1905.0,2.775414,0.5,0.265278,0.1
383,1,1,CC-Chg,1910.0,2.775851,0.5,0.265972,0.1
384,1,1,CC-Chg,1915.0,2.776288,0.5,0.266667,0.1
385,1,1,CC-Chg,1920.0,2.776725,0.5,0.267361,0.1
386,1,1,CC-Chg,1925.0,2.777162,0.5,0.268056,0.1
387,1,1,CC-Chg,1930.0,2.777599,0.5,0.26875,0.1
388,1,1,CC-Chg,1935.0,2.778035,0.5,0.269444,0.1
389,1,1,CC-Chg,1940.0,2.778471,0.5,0.270139,0.1
390,1,1,CC-Chg,1945.0,2.778907,0.5,0.270833,0.1
391,1,1,CC-Chg,1950.0,2.779343,0.5,0.271528,0.1
392,1,1,CC-Chg,1955.0,2.779778,0.5,0.272222,0.1
393,1,1,CC-Chg,1960.0,2.780213,0.5,0.272917,0.1
