stoichiometry,U_R3m_V,U_C2m_V,U_effective_V,dUdx_R3m_from_sech2,dUdx_C2m_from_sech2,dUdx_effective_from_sech2,relative_dQdV_effective
0.4108347245409015,4.65,3.5175705275046,4.219676800451748,-0.7972918461995984,-3.7125320777260247,-1.9050831341796406,-0.524911476070894
0.4124707846410684,4.65,3.5114738309397993,4.217360055757124,-0.900362433634621,-3.7403860234636235,-1.979571397769642,-0.5051598548689313
0.4141068447412354,4.65,3.5053314823234505,4.215025963282911,-1.0043681047967794,-3.7683361915427103,-2.0546759777602333,-0.4866947444871978
0.4157429048414023,4.65,3.499143340528547,4.212674469400848,-1.1089003432836777,-3.796362266394529,-2.130135874065801,-0.4694536213275893
0.4173789649415693,4.65,3.4929092995833093,4.210305533841657,-1.2135737954890982,-3.8244415905749145,-2.2057035576217086,-0.4533700807366182
0.4190150250417362,4.65,3.4866292924884004,4.207919131145593,-1.3180279400189734,-3.852549183512526,-2.2811460125465235,-0.4383761471207469
0.42065108514190314,4.65,3.480303294996663,4.205515252098731,-1.4219283046412325,-3.880657768695207,-2.3562455009817427,-0.4244039933798683
0.4222871452420701,4.65,3.4739313293409357,4.203093905149555,-1.5249672577751667,-3.908737810093172,-2.430800067656009,-0.4113871861803459
0.42392320534223704,4.65,3.467513467894197,4.200655117799795,-1.6268644070495502,-3.9367575585823835,-2.504623804632027,-0.3992615570252945
0.42555926544240397,4.65,3.461049836745084,4.198198937963132,-1.7273666414486026,-3.9646831090848194,-2.5775468991503647,-0.38796578263217224
0.42719532554257095,4.65,3.4545406191707113,4.195725435284871,-1.8262478561212385,-3.992478469083845,-2.649415489047029,-0.3774417429557985
0.4288313856427379,4.65,3.447986058987678,4.193234702415317,-1.923308400187677,-4.020105639102177,-2.7200913509751876,-0.3676347118421178
0.4304674457429048,4.65,3.441386463761275,4.1907268562292845,-2.0183742879972706,-4.0475247056466985,-2.789451446704053,-0.3584934239244692
0.4321035058430718,4.65,3.434742207852142,4.188202038983814,-2.1112962134442714,-4.074693947028411,-2.8573873522062447,-0.3499700519174904
0.4337395659432387,4.65,3.428053735279062,4.185660419406044,-2.2019484053104112,-4.101569952357491,-2.9238045931883017,-0.34202012074600946
0.43537562604340563,4.65,3.4213215623761473,4.183102193702936,-2.2902273593461793,-4.1281077538928965,-2.988621909273932,-0.33460237874082377
0.4370116861435726,4.65,3.414546280222543,4.180527586484566,-2.376050480088848,-4.154260972793877,-3.051770467316759,-0.32767864120503165
0.43864774624373953,4.65,3.407728556822758,4.177936851592648,-2.459354662392872,-4.1799819781781835,-3.1131930423912904,-0.32121361778191726
0.44028380634390646,4.65,3.4008691390160357,4.175330272826094,-2.5400948394483827,-4.205222059239703,-3.1728431829690846,-0.3151747320408756
0.44191986644407344,4.65,3.3939688540937216,4.1727081645556146,-2.618242520798686,-4.229931610018173,-3.2306843747020912,-0.30953193937189
0.44355592654424036,4.65,3.3870286111043564,4.1700708722196556,-2.6937843406322624,-4.254060326247513,-3.286689215166058,-0.30425754749965783
0.44519198664440734,4.65,3.380049401827341,4.16741877269439,-2.766720633494023,-4.277557413538828,-3.3408386099110485,-0.29932604257905937
0.44682804674457427,4.65,3.373032301397328,4.164752274530985,-2.83706405159255,-4.3003718059819835,-3.393120998260535,-0.2947139228199185
0.4484641068447412,4.65,3.3659784685631835,4.1620718180540095,-2.9048382351176634,-4.322452394077943,-3.4435316155225695,-0.2903995408354182
0.4501001669449082,4.65,3.358889145567252,4.159377875315556,-2.970076544453628,-4.343748260745886,-3.4920717966446864,-0.2863629553552815
0.4517362270450751,4.65,3.3517656576328427,4.15667094990048,-3.0328208608948404,-4.364208923987058,-3.538748324869883,-0.28258579254481714
0.453372287145242,4.65,3.3446094120503242,4.153951576579123,-3.0931204604487985,-4.383784584634503,-3.583572827639366,-0.27905111688737116
0.455008347245409,4.65,3.337421896854878,4.151220320804853,-3.1510309635440468,-4.402426377477213,-3.62656122083865,-0.2757433113920376
0.45664440734557593,4.65,3.3302046790918927,4.148477778054919,-3.2066133619406605,-4.420086623921803,-3.6677332014934945,-0.27264796675854225
0.45828046744574286,4.65,3.3229594026690323,4.145724573014232,-3.259933122854647,-4.436719084247495,-3.7071117881839295,-0.26975177905004266
0.45991652754590984,4.65,3.315687785797331,4.142961358602985,-3.311059369239314,-4.4522792074236275,-3.7447229077493533,-0.26704245537916665
0.46155258764607676,4.65,3.3083916180269735,4.14018881485025,-3.3600641342978834,-4.466724376395684,-3.780595026295048,-0.2645086270930192
