stoichiometry,U_R3m_V,U_C2m_V,U_fraction_weighted_V
0.01,3.354833576895165,4.557467435459784,3.8358871203210123
0.011636060100166944,3.3515916860118,4.547236732079247,3.8298497044387787
0.01327212020033389,3.3485361780849923,4.537006028698711,3.82392411833048
0.014908180300500834,3.3456504801244766,4.526775325318175,3.818100418201956
0.01654424040066778,3.3429182256913625,4.516544621937639,3.8123687841898732
0.018180300500834724,3.3403235168539873,4.506313918557101,3.8067196775352325
0.01981636060100167,3.3378573109438663,4.496083215176565,3.8011476726369455
0.021452420701168616,3.3355053599180633,4.485852511796028,3.7956442206692493
0.02308848080133556,3.3332587363657287,4.475621808415492,3.790203965185634
0.0247245409015025,3.3311088790952894,4.465391105034957,3.784821769471156
0.026360601001669447,3.329047628867811,4.4551604016544255,3.7794927379824568
0.027996661101836393,3.327067254393845,4.444929698273899,3.774212231945867
0.02963272120200334,3.325163513985441,4.43469899489339,3.768977706348621
0.031268781302170284,3.3233288013465394,4.42446829151292,3.7637845974130917
0.03290484140233723,3.3215592897276793,4.414237588132556,3.75863060908963
0.03454090150250417,3.319848502973561,4.404006884752466,3.753511855685123
0.036176961602671115,3.3181953795274937,4.3937761813730605,3.7484277002657205
0.03781302170283806,3.3165942165848596,4.383545477995352,3.7433747211490567
0.03944908180300501,3.315041576152726,4.373314774621767,3.738350855540342
0.04108514190317195,3.3135346149368874,4.36308407125804,3.7333543974653485
0.0427212020033389,3.3120706212937123,4.352853367917495,3.7283837199432255
0.044357262103505844,3.31064701306445,4.342622664630554,3.7234372736908914
0.04599332220367279,3.309261335010652,4.332391961465507,3.7185135855925937
0.04762938230383973,3.307911255912766,4.322161258573093,3.713611256976897
0.049265442404006675,3.306594565389071,4.311930556281485,3.7087289617460364
0.05090150250417362,3.3053115586943544,4.301699855289352,3.7038668773323535
0.05253756260434057,3.30405839200064,4.291469157062132,3.699022698025237
0.05417362270450751,3.3028330064292715,4.281238464619676,3.6941951897054333
0.05580968280467446,3.301635870172839,4.271007784077942,3.6893846357348803
0.0574457429048414,3.300464712755704,4.260777127609673,3.684589678697292
0.05908180300500834,3.2993171744066445,4.250546519023529,3.6798089122533986
0.06071786310517529,3.2981949298110957,4.240316004078725,3.6750433595181473
0.062353923205342235,3.2970932304546463,4.230085669189912,3.6702902059487528
0.06398998330550917,3.296015025089757,4.2198556752339345,3.665551285147428
0.06562604340567613,3.2949556774070694,4.209626315073101,3.660823932473482
0.06726210350584307,3.2939170548311782,4.1993981130754605,3.656109478128891
0.06889816360601,3.2928968289993823,4.189171991319032,3.651406893927242
0.07053422370617696,3.291893725233859,4.178949540892505,3.6467160514973176
0.0721702838063439,3.290909634754576,4.168733454441558,3.6420391626293687
0.07380634390651084,3.28994107407155,4.15852819623299,3.637375922936126
0.07544240400667779,3.288987641462291,4.148341005013681,3.632728986882847
0.07707846410684473,3.288051376012773,4.138183385140922,3.628104179664033
0.07871452420701168,3.2871291459933087,4.1280730204858145,3.623506695790311
0.08035058430717862,3.2862205508727214,4.118036137962108,3.6189467857084763
0.08198664440734557,3.285325200845674,4.108110111232632,3.6144391650004573
0.08362270450751251,3.2844444673611743,4.098346349384622,3.6100052201705535
0.08525876460767945,3.283576109962771,4.088808821537097,3.6056691945925015
0.0868948247078464,3.282719726299717,4.079573068326627,3.601461063110481
0.08853088480801334,3.2818749736510546,4.070717618925214,3.5974120317607188
0.0901669449081803,3.2810415187408393,4.062316146978113,3.593551370035749
0.09180300500834723,3.2802190375253812,4.054422819899079,3.5899005504748605
0.09343906510851419,3.2794077075995722,4.047069379035749,3.5864723761740427
0.09507512520868112,3.278607015625004,4.040263805955688,3.5832697317572775
0.09671118530884806,3.2778162532659563,4.033986438037547,3.5802843271745926
0.09834724540901502,3.2770351367180286,4.028206792632768,3.5775037990839245
0.09998330550918196,3.276263390243423,4.022885773647166,3.5749123436049204
0.10161936560934891,3.275500745979564,4.017977247671698,3.5724913466564177
0.10325542570951585,3.2747469437510115,4.013442144422626,3.570225024019657
0.10489148580968279,3.274001730884703,4.009236141351436,3.568095495071396
0.10652754590984974,3.273264862028533,4.005323671321495,3.5660883857457177
0.10816360601001668,3.2725360989732994,4.001670967116416,3.564190046230546
0.10979966611018363,3.2718152104780143,3.998252093647134,3.5623899637456624
0.11143572621035057,3.2711019720985886,3.9950401222865213,3.5606772321737616
0.11307178631051752,3.2703961660198866,3.992012208107232,3.5590425828548247
0.11470784641068446,3.269697580891144,3.989148828132939,3.557478079787862
0.1163439065108514,3.2690060116647386,3.986438836256805,3.555979141501565
0.11797996661101835,3.268321259438299,3.9838598739205686,3.554536705231207
0.11961602671118529,3.267643131300136,3.981406171481603,3.553148347372723
0.12125208681135224,3.266971440177964,3.9790613852334733,3.551807418200168
0.12288814691151918,3.2663067066552447,3.976817468703812,3.5505110114746716
0.12452420701168614,3.265648115646986,3.974666773774062,3.5492555788978164
0.12616026711185307,3.264995482583396,3.972602057589986,3.548038112586032
0.12779632721202003,3.26434863913018,3.9706164848394643,3.5468557774138936
0.12943238731218698,3.263707422180935,3.968703626026084,3.5457059037189946
0.1310684474123539,3.263071673722476,3.9668574523352804,3.544585985167598
0.13270450751252086,3.262441240703277,3.9650723276508315,3.5434936754822983
0.1343405676126878,3.2618159749049704,3.9633441082717398,3.542427228251678
0.13597662771285476,3.261196665724506,3.961673232955392,3.541387292616861
0.1376126878130217,3.2605824577727494,3.960049516592631,3.540369281300702
0.13924874791318864,3.2599730266167013,3.9584754252349845,3.5393739860640148
0.1408848080133556,3.259368239630933,3.9569433916786583,3.538398300450023
0.14252086811352255,3.258767968504008,3.95545528793139,3.5374428962749604
0.14415692821368947,3.2581721552369505,3.954002941504277,3.536504469743881
0.14579298831385643,3.2575818889048205,3.9525915845732795,3.535585767172204
0.14742904841402338,3.2569957934407125,3.951213086583556,3.53468271069785
0.1490651085141903,3.2564137545042247,3.949865748765415,3.533794552208701
0.15070116861435726,3.255835661599654,3.9485530286109873,3.5329226084041876
0.1523372287145242,3.255261702117583,3.9472689722585717,3.5320646101739785
0.15397328881469116,3.25469266815319,3.9460120469032165,3.5312204196532004
0.1556093489148581,3.254127276093313,3.9447811959837433,3.5303888440494853
0.15724540901502504,3.253565427944795,3.943576466628067,3.5295698434181038
0.158881469115192,3.253007029136581,3.942397301694239,3.5287631381596443
0.16051752921535892,3.252453388950324,3.941240829940647,3.527968365346453
0.16215358931552587,3.2519032001316086,3.940106160614392,3.527184384324722
0.16378964941569282,3.2513561932420094,3.938992435659503,3.5264106902090067
0.16542570951585978,3.250812284887879,3.9378988287883168,3.525646902448054
0.1670617696160267,3.250272937298473,3.9368245445640366,3.5248935802046986
0.16869782971619365,3.2497366388152944,3.9357688174957275,3.524149510287468
0.1703338898163606,3.249203197213599,3.9347309111468713,3.5234142827869075
0.17196994991652753,3.248672949082749,3.9337101172584568,3.5226878163530317
0.17360601001669448,3.2481467164405724,3.932705754887461,3.521970331819328
0.17524207011686144,3.2476231159559097,3.931717169561455,3.5212607373981277
0.1768781302170284,3.2471020812757123,3.930743732449954,3.5205587417454094
0.17851419031719531,3.2465848664737753,3.9297848395530406,3.5198648557054817
0.18015025041736227,3.2460705193266723,3.928839910907681,3.5191782759590757
0.18178631051752922,3.2455585356549896,3.927908389812087,3.5184984773178285
0.18342237061769615,3.2450496144392336,3.926989742068377,3.517825665490891
0.1850584307178631,3.2445439686997446,3.9260839028137124,3.517159942345332
0.18669449081803005,3.2440404988488893,3.925191665518467,3.5165009655167205
0.18833055091819698,3.243539566646256,3.9243109662298763,3.515848126479704
0.18996661101836393,3.2430421043271407,3.9234413416686937,3.515201799263762
0.19160267111853088,3.2425466442347215,3.922582348035805,3.5145609257551547
0.19323873121869783,3.2420534060170043,3.9217335603507086,3.513925467750486
0.19487479131886476,3.24156364126239,3.9208947302541812,3.513296076859106
0.1965108514190317,3.2410757182228025,3.9200682094840027,3.5126727147272825
0.19814691151919867,3.2405898881170905,3.919250804130124,3.5120542545223037
0.1997829716193656,3.240107365482578,3.9184421487757017,3.5114412787998273
0.20141903171953254,3.2396265364680557,3.9176418941949427,3.5108326795588107
0.2030550918196995,3.2391478373804308,3.916851195744758,3.510229180726162
0.20469115191986645,3.238672130200686,3.91607033889952,3.5096314136802196
0.20632721202003337,3.2381979802679943,3.9152969628041636,3.509037573282462
0.20796327212020033,3.2377261435200624,3.9145307697174205,3.5084479939990056
0.20959933222036728,3.2372568523600185,3.9137732655177384,3.5078634176231063
0.2112353923205342,3.236788993138966,3.9130245170269244,3.5072832026941496
0.21287145242070116,3.236323758116787,3.9122821475612435,3.50670711389457
0.2145075125208681,3.2358605093026784,3.911545905318252,3.506134667708908
0.21614357262103506,3.235398577562712,3.910819294399101,3.5055668642972675
0.217779632721202,3.234939691377719,3.9100987536685476,3.5050033162940504
0.21941569282136894,3.2344821356042734,3.9093836402918543,3.504442737479306
0.2210517529215359,3.2340263313289745,3.9086764242825893,3.5038863685104205
0.22268781302170282,3.2335730090570114,3.9079758811507808,3.5033341578945194
0.22432387312186977,3.2331208200672283,3.9072801323616617,3.5027845449850017
0.22595993322203672,3.2326709990679334,3.906591401797109,3.5022391601596037
0.22759599332220368,3.232222829531264,3.9059091775449515,3.501697368736739
0.2292320534223706,3.2317759116299443,3.9052311766241186,3.5011580176276142
0.23086811352253755,3.231331630158235,3.9045600632992303,3.500623003414633
0.2325041736227045,3.23088832102234,3.903894620998922,3.5000908410129727
0.23414023372287143,3.230447036424778,3.9032328884800287,3.499561377246878
0.23577629382303839,3.230007420060505,3.9025785633519896,3.499035877377099
0.23741235392320534,3.229568867288688,3.9019284979183655,3.498512719540559
0.2390484140233723,3.229132822513778,3.9012822676844405,3.4979926005820428
0.24068447412353922,3.2286976100307703,3.900643353124745,3.49747590726836
0.24232053422370617,3.2282643551738444,3.900007382013863,3.496961565909852
0.24395659432387312,3.22783253622755,3.8993767654735136,3.4964502279259353
0.24559265442404005,3.227401848973608,3.898751160160499,3.4959415734483645
0.247228714524207,3.226973311779919,3.8981281146847064,3.495435232941834
